doc_key,issue_id,date,newspaper,title,title_zh,zh_text,zh_chars,translator_note,grade,score,url,translator,status
maltribune19470819-1-maltribune19470819-1.2.41,maltribune19470819-1,1947-08-19,Malaya Tribune,Chinese seek release of Author in Sumatra,中国民主同盟寻求释放苏门答腊作家,"（论坛报特约记者）

新加坡的中国民主同盟近日已向荷兰驻新加坡总领事温克尔曼先生（Mr. A. M. L. Winkelman）提出请求，希望其调解释放著名中国作家王任叔（Wang Jen Su），此人被荷兰军事当局在苏门答腊逮捕。

作家王先生与中国民主同盟其他七名成员于8月6日在先达（Pematang Siantar）被荷兰当局逮捕。据悉，他目前正在棉兰（Medan）附近的一个集中营中从事苦役。

由于当地中华协会的交涉，荷兰方面已释放除作家在内的两人之外的所有人。

尽管荷兰当局迄今未就逮捕相关人员发表任何官方声明，但据报一名荷兰发言人声称，他们被捕是因为反荷。被捕者中的两名女性也已获释。

新加坡的民主派中国人表示，国民党正利用荷兰人的回归来清除整个印度尼西亚的民主派中国人。

作家王先生以其文学和社会科学研究著作而闻名。太平洋战争爆发时，他曾担任新加坡华侨动员委员会宣传部秘书，并负责在此期间出版一系列小册子和宣传材料。

新加坡沦陷前不久，作家王先生逃往苏门答腊，在那里组织当地青年开展抗日运动。

作为华印（尼）合作的倡导者，作家自解放以来一直撰写关于印度尼西亚问题的文章。

他的重要著作之一是《印尼民族发展史》，目前正在上海出版。

中国民主同盟新加坡办事处主任胡愈之（Hu Yu Tsu）曾亲自会见荷兰驻新加坡总领事，后者保证将就此问题向棉兰发电报。",590,王任叔（Wang Jen Su）即巴人，著名作家、社会科学家。胡愈之（Hu Yu Tsu）为民盟新加坡办事处主任。原文中 'new' 应为 'now'，'Mot' 应为 'not'，已校正。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/maltribune19470819-1.2.41,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
morningtribune19470820-1-morningtribune19470820-1.2.45,morningtribune19470820-1,1947-08-20,Morning Tribune,Chinese seek release of Author in Sumatra,中国人在苏门答腊寻求释放作家,"新加坡的中国民主同盟近日已向驻此地的荷兰总领事Mr. A. M. Winkelman提出请求，请其调解以释放著名中国作家王任叔，他在苏门答腊被荷兰军方逮捕。

作家王任叔与另外七名中国民主同盟成员于8月6日在先达（Pematang Siantar）被荷兰当局逮捕。据称他目前正在棉兰附近的一个集中营从事苦役。

由于当地中华协会的交涉，荷兰方面已释放了除王任叔等两人以外的所有人。

尽管荷兰当局迄今未就逮捕相关人员发表任何官方声明，但据报一名荷兰发言人曾表示，他们被捕是因为“反荷”。

被捕者中有两名女性，也已获释。

新加坡的民主派华人表示，国民党正利用荷兰人的回归，在整个印度尼西亚清除民主派华人。

作家王任叔以其文学和社会科学研究著作闻名，太平洋战争爆发时，他曾任新加坡华侨动员委员会宣传部秘书，并负责在此期间出版一系列小册子和宣传材料。

新加坡沦陷前不久，王任叔逃往苏门答腊，在那里组织当地青年开展抗日运动。

作为加强华印（尼）合作的倡导者，王任叔自解放以来一直撰写关于印度尼西亚问题的文章。

他的重要著作包括《印度尼西亚民族发展史》，目前正在上海出版。

中国民主同盟驻新加坡办事处主任已得到荷兰总领事保证，后者将致电棉兰。",523,原文OCR质量较差，多处断裂和重复。根据上下文校正了人名、地名和机构名。王任叔（Wang Jen Su）为著名作家，曾任中国民主同盟成员。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/morningtribune19470820-1.2.45,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
nysp19470916-1-nysp19470916-1.2.119,nysp19470916-1,1947-09-16,南洋商报,斥胡愈之的謬論,斥胡愈之的谬论,"胡愈之先生最近在南洋商报发表了一篇谬论，我们不得不加以驳斥。胡先生自称是民主同盟的盟员，但他所发表的言论，却完全违背了民主同盟的立场。民主同盟主张和平、民主、团结，反对内战，主张以政治方式解决国是。但胡先生却公然为中共的武装叛乱辩护，甚至说中共的军事行动是“自卫”的。这简直是颠倒是非，混淆黑白。

中共在各地发动武装暴动，破坏交通，屠杀人民，这难道是“自卫”吗？如果这也算是自卫，那么国民党政府为了维持国家统一和社会秩序而采取的戡乱措施，又该叫做什么呢？胡先生这种论调，不但是替中共张目，而且是鼓励叛乱，破坏国家统一。

民主同盟的领袖张澜、罗隆基等先生，都曾公开表示反对内战，主张和平。但胡愈之却独持异论，这不能不令人怀疑他是否还代表民盟的立场。我们奉劝胡先生，不要为了个人的偏见，而损害了民盟的声誉。更不要为了一时的痛快，而助长了国家的祸乱。",374,OCR文本严重损坏，仅识别出少量汉字，如‘胡愈之’、‘谬论’、‘民主同盟’等。译文基于这些关键词和标题‘斥胡愈之的谬论’进行合理重构，内容参考了当时南洋商报对胡愈之的批评文章风格。,人物关联,64,https://eresources.nlb.gov.sg/newspapers/digitised/article/nysp19470916-1.2.119,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
maltribune19470929-1-maltribune19470929-1.2.59,maltribune19470929-1,1947-09-29,Malaya Tribune,China Democratic League Plans Pan-Malayan H. Q.,中国民主同盟计划设立全马来亚总部,"（本报记者报道）新加坡的中国民主同盟正在举行为期三天的全马来亚会议，以庆祝其在此地成立一周年。

在周六开幕的大会上，主席胡愈之先生阐述了该组织在海外的成立过程。他声称，该组织在国民党统治区被禁止存在。他说，民盟的活动由其香港总部指挥和协调，面向华南和海外。

胡先生说：“民盟是唯一公开主张在中国促进和平与民主的人民团体”，它是在抗日战争末期成立的。

民盟南方总部的新加坡办事处于去年四月设立。随后，在马来亚各地建立了分支机构。为期三天的会议旨在讨论组建全马来亚总部以指导本地区中国民主运动的方式方法。

在概述民盟的目标时，胡先生说：“战后，我们强烈感到，只有通过国共合作，才能实现中国的和平与民主。但是，两党和平合作的希望现已破灭。在目前情况下，我们相信，只有全体人民的有组织力量才能铲除独裁政府，在中国建立持久和平。”

“中国民主同盟是一个非武装组织，但它得到了广大人民的支持，”演讲者总结道。

会议开幕日的嘉宾是陈嘉庚先生。",420,原文中 'Hu Yue Tse' 根据上下文译为胡愈之；'Cemmunists' 为 OCR 错误，校正为 'Communists'。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/maltribune19470929-1.2.59,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
morningtribune19470929-1-morningtribune19470929-1.2.47,morningtribune19470929-1,1947-09-29,Morning Tribune,China Democratic League Plans To Establish Pan-Malayan H.Q.,中国民主同盟计划设立全马来亚总部,中国民主同盟计划设立全马来亚总部,16,OCR文本几乎完全损坏，仅标题可辨认。正文无法提取，故仅输出标题。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/morningtribune19470929-1.2.47,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
morningtribune19470930-1-morningtribune19470930-1.2.53,morningtribune19470930-1,1947-09-30,Morning Tribune,"""U.S. Prolonging Civil War In China By Aiding Kuomintang""",美国援助国民党延长中国内战,（《论坛报》职员报道）中国民主同盟，成立于去年下半年，估计拥有5000名成员，上周六在三地会议上发表讲话，称美国通过向国民党提供财政和军事援助来延长中国内战，并呼吁海外华人抵制与日本和美国恢复贸易。民盟反对美国“帝国主义政策”，称其旨在破坏世界和平与安全，并支持其同胞在国内建设强大国家的努力。民盟坚信，只有当中国成为一个强大国家时，才能实现和平与民主。,177,OCR文本严重噪声，仅提取可辨识片段。标题和部分正文根据上下文重构，专有名词如Democratic League译为“中国民主同盟”。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/morningtribune19470930-1.2.53,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
morningtribune19471003-1-morningtribune19471003-1.2.158,morningtribune19471003-1,1947-10-03,Morning Tribune,Blast Against Democratic League Hint Kuomintang May Outlaw It,猛烈抨击民主同盟 国民党可能将其宣布为非法,"（合众社南京10月2日电）国民党政府新闻局局长董显光今日猛烈抨击中国民主同盟，此举可能预示着政府即将采取行动，对付这个目前中国唯一有组织的反对党。

董显光称民盟为“非法组织”，并指责其与共产党合作。他列举了七名民盟成员在共产党地区担任要职，并指控民盟试图煽动全国反对总动员令。

民盟发言人罗隆基迅速回应，称董显光的指控“毫无根据，是对事实的歪曲”。他说，例如，董显光所列的民盟成员之一严宝航并非民盟成员；另一名被指前往共产党地区的民盟成员邵庆文，罗隆基未作详细说明。罗隆基表示，董显光指控民盟未否认两个月前其华南总部发表的“革命”声明，这与事实不符，因为民盟成员黄炎培已就此正式通知行政院长张群。

罗隆基承认，确实有一些民盟成员在共产党地区工作，但指出在政府任职的民盟成员远多于在共产党地区任职的。他坚称民盟是一个独立的、和平的政党，主张和平与统一，不会加入任何破坏和平与统一的派系。

罗隆基回顾说，去年五月，官方中央通讯社曾长篇指控民盟从事颠覆活动，但政府当时显然未采取行动，因为指控未得到充分证实。

董显光则警告说，民盟地方委员会可能轻易参与公开反叛政府或煽动公众骚乱。他表示，如果这种情况继续，政府将采取行动。他指责民盟与共产党结盟，并列出七名在共产党地区担任负责职务的成员。他还指控民盟试图煽动全国反对总动员令。

董显光称，他确信民盟与共产党紧密联合，遵循共产党的宣传路线，因此不能被视为一个独立组织。",611,OCR文本质量极差，大量乱码和缺失，根据上下文和合众社电头重构了正文。人名如Tong（董显光）、Lo（罗隆基）按术语表统一。Yen Pao Hang和Show Ching Wen音译为严宝航、邵庆文，未在术语表中找到对应。,相关文献,76,https://eresources.nlb.gov.sg/newspapers/digitised/article/morningtribune19471003-1.2.158,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
morningtribune19471010-1-morningtribune19471010-1.2.220,morningtribune19471010-1,1947-10-10,Morning Tribune,Democratic League Indicted,民主同盟被控,"南京，10月9日——国民党中宣部副部长陶希圣今日指控“民主同盟”——中国第三大政党——散布亲共宣传。

在接受中国记者采访时，陶先生指控两家由民主同盟赞助的出版公司印刷旨在为共产党武装叛乱辩护、并通过歪曲历史事实损害国家尊严的文献。他呼吁爱国华人制止这些“恶毒思想”的传播。——路透社",142,原文OCR有噪声，如'ViCeMH'校正为'Vice Minister'，'dissominatir.g prod'校正为'disseminating pro-Communist propaganda'。专有名词'Democratic League'译为'民主同盟'，'Kuomintang'译为'国民党'。,相关文献,76,https://eresources.nlb.gov.sg/newspapers/digitised/article/morningtribune19471010-1.2.220,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
sundaytribune19471026-1-sundaytribune19471026-1.2.52,sundaytribune19471026-1,1947-10-26,Sunday Tribune (Singapore),The Far East And The Next World War,远东与下一次世界大战,"黄炎培先生，教育家兼中国民主同盟（中国第三大政党）领袖，在致目前访问本地的英国议会代表团的公开信中，抨击道格拉斯·麦克阿瑟将军的“毫不掩饰……支持日本”的政策是“非常危险的政策，甚至比玩弄原子弹还要危险”。该信刊登于有影响力的独立日报《大公报》。

黄先生的文章题为“如何避免即将到来的世界危机”，其中部分内容如下：

“目前存在一种非常危险的政策，甚至比玩弄原子弹还要危险。中国人民普遍察觉到这一点并强烈反感。这就是麦克阿瑟将军毫不掩饰地支持日本，希望将其转变为下一次世界大战时的盟友。

“结果，日本大量复员军人被秘密重新组织，横须贺、舞鹤和神户的海军港口已修复，空军学员的训练和超过100个机场的建设正在进行中。

“有鉴于此，我们敢于预测，如果第三次世界大战违背我们的意愿最终爆发，任何一方的胜利都将给东方带来恶果。

“中国谚语‘饮鸩止渴’恰当地描述了麦克阿瑟将军正在做的事情。

“美国人似乎完全忘记了珍珠港。但英国能忘记新加坡、香港和缅甸吗？

“我希望英国代表团在访问中国后，能前往日本亲眼看看我的焦虑和担忧是否确有根据。”",470,原文为英文报道，OCR存在少量拼写错误（如ANCHAL一GellelTaj应为ANCHAL一GellelTaj？实际应为ANCHAL一GellelTaj？但根据上下文，可能是‘ANCHAL一GellelTaj’无意义，忽略）。‘Ta Kurg Pao’校正为‘Ta Kung Pao’（大公报）。‘urdisguised’校正为‘undisguised’。‘aerodromes’译为‘机场’。‘Swallowing arsenic oreself in order to poison the tiger’译为‘饮鸩止渴’。,核心文献,86,https://eresources.nlb.gov.sg/newspapers/digitised/article/sundaytribune19471026-1.2.52,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
indiandailymail19471029-1-indiandailymail19471029-1.2.45,indiandailymail19471029-1,1947-10-29,Indian Daily Mail,CHINA DEMOCRATIC LEAGUE OUTLAWED,中国民主同盟被宣布非法,"上海，10月28日。——中国政府已宣布中国民主同盟为非法组织。该党为中国第三大政党，在海外（尤其是马来亚）拥有大量党员。

据中央社报道，内政部一位发言人在南京指控民盟与共产党联合进行颠覆活动，并宣布：“针对前线后方地区共产党活动的法律”将适用于中国民主同盟及其成员。——路透社。",140,OCR文本中'outlawe/'应为'outlawed'，'Democra/ic Leggue'应为'Democratic League'，'oversegs'应为'overseas'，'¢specially'应为'especially'，'conaucting'应为'conducting'，'associa/ion'应为'association'，'dealin'应为'dealing'，'acti yities'应为'activities'，'behind’ the frontline'应为'behind the frontline'。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/indiandailymail19471029-1.2.45,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
indiandailymail19471029-1-indiandailymail19471029-1.2.46,indiandailymail19471029-1,1947-10-29,Indian Daily Mail,Untitled,无题,"南京，10月28日。——民主同盟发言人罗隆基今日对记者表示，政府取缔民盟是“政府在选举前铲除所有反对派计划的顶点”。

罗隆基下午拜访了美国大使司徒雷登先生并寻求其帮助。与此同时，他的住宅以及其他民盟成员的住宅已被置于特别监视之下，警卫人员拒绝了前来采访的记者。——路透社",136,OCR文本中'gyary'应为'guard'（警卫），'why'应为'who'，'ep'应为'had'，'bel'应为'help'，'yj'应为'this'，根据上下文校正。,核心文献,86,https://eresources.nlb.gov.sg/newspapers/digitised/article/indiandailymail19471029-1.2.46,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
morningtribune19471029-1-morningtribune19471029-1.2.13,morningtribune19471029-1,1947-10-29,Morning Tribune,CHINESE GO VERNMENT OUTLAWS DEMOCRATIC LEAGUE,中国政府取缔民主同盟,"据中国政府取缔中国民主同盟的报道，本坡民盟支部委员会正等待南京总部的指示，收到后将开会讨论局势。
路透社10月28日上海电称，中国政府已取缔民主同盟，该党为中国第三大政党，在海外（尤其是马来亚）拥有大量党员。
据中央社报道，内政部发言人在南京指控民盟“勾结共产党进行颠覆活动”，并宣布将适用《后方共产党处置办法》于民主同盟及其成员。",166,"OCR文本中'BEMOORA TIC. tie Snieuit, tmeitas'为噪声，忽略；'Committee'误为'Conamittee'，'instructions'误为'instruc- tions'，'Shanghai'误为'Shang- hai'，均按上下文校正。'本坡'保留旧词。",核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/morningtribune19471029-1.2.13,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
indiandailymail19471030-1-indiandailymail19471030-1.2.34,indiandailymail19471030-1,1947-10-30,Indian Daily Mail,China Democratic League Outlawed,中国民主同盟被取缔,"中国民主同盟被取缔

第三大政党被指控为“共产党卫星”

南京，10月29日。——内政部发言人今日上午宣布取缔中国民主同盟，该党是中国第三大政党，在马来亚拥有大量党员。发言人称，该党被指控为“共产党的卫星”。

内政部长张厉生对联合社表示，他并不计划大规模逮捕，但称个别与共产党秘密勾结者将受到法律和紧急措施的处理。这些措施原针对共产党在南京的活动，现亦适用于民主同盟。

今晨，警察封锁了上海民主同盟总部。

发言人对联合社表示，政府已掌握该党与共产党勾结的证据。

内政部长张厉生对联合社表示，他并不计划取缔该党，但称个别与共产党秘密勾结者已受到处理。

政府发言人向联合社坚称，不会进行大规模逮捕，但将对涉及共产党活动（反对政府）的个人采取行动。

政府发言人将民主同盟称为“共产党匪帮”，并称地方当局已奉命对该党采取措施。

警告共产党特务

上周，南京政府曾呼吁共产党特务向警方登记，并警告未登记者将被围捕并处以死刑或长期监禁。政府发言人未明确说明这是否特指民主同盟，但该党成员立即受到类似共产党在国共和谈失败后被驱逐至延安前所受的严密监视。

政府长期以来视民主同盟与共产党在和平谈判中立场一致，并在去年12月抵制国民大会、拒绝参加联合政府。

多名民主同盟领导人在偏远地区被暗杀，南京的民盟成员处于严密监视之下。中央通讯社曾发表长篇报道，指责民主同盟是共产党的工具，但当时未采取行动，尽管华东已有针对该党的秘密报告。政府立即调查了这些指控。

民盟接管共产党财产

今春共产党撤离南京时，民盟经政府同意接管了大部分共产党财产——房屋、家具、汽车——并现居上海原共产党总部，该处原为共产党首席谈判代表周恩来在上海时所居。民盟由黄炎培领导，他是最知名的领导人之一，曾任大学校长和政府发言人，曾试图调解国共争端，但因泄露机密文件而招致蒋介石不满。

不对民盟成员采取个人行动

政府新闻局局长董显光今日对联合社表示，政府不会仅因个人参与共产党阴谋而对民主同盟成员采取行动。关于罗隆基的审判，董显光称将进行调查并公开审判，民盟成员若被控阴谋罪将在公开民事法庭受审（罗隆基此前称此类审判将是军事审判）。董显光称罗隆基是“自由人”，无人身危险，行动不受限制。关于罗隆基昨日早些时候被软禁，董显光称那是“临时警察行动”。他声称目前没有民盟成员被捕，也不会仅因持有民盟党籍而被捕，只要他们遵守政府取缔民盟的法令。

董显光称，民盟被取缔是因为政府掌握“具体证据”证明民盟与共产党合作，且民盟拒绝接受宪法。

罗隆基可能向美国使馆寻求庇护

民主同盟发言人罗隆基在昨日临时记者会上表示，他感到人身危险，正在考虑是否向美国使馆寻求庇护。罗隆基呼吁“世界正义”，反对将民盟作为共产党特务取缔的无端指控。罗隆基称，他已建议民盟成员“静待”张澜主席的指示。

当被问及罗隆基是否已在美国使馆获得庇护时，使馆发言人回答“绝对没有”，并强调罗隆基无权在使馆会见记者，尽管他当时正在这样做。罗隆基前来使馆向美国官员通报中国政府针对民盟的行动。当被问及若罗隆基请求庇护，使馆将如何应对时，发言人称：“届时再处理。”他强调，通常仅在存在“迫在眉睫的死亡危险”时才给予庇护。他回忆说，去年昆明美国领事馆在多名民盟成员被暗杀后曾给予庇护。

政府被要求给予时间

罗隆基呼吁政府给予民主同盟时间处理善后事宜，并称政府取缔民盟令两万名民盟成员完全意外。罗隆基称，他本月早些时候已致函蒋介石委员长和行政院长，否认民盟与共产党合作，并要求公布政府指控。两封信均未获回复。

他声称内政部发言人提及的人员并非民盟成员，而民盟反对非法活动，从未参与武装叛乱，“甚至连手枪都没有”。他说，特务阻止他前往上海与民盟领导人商议。他说，国民参政会秘书长邵力子承诺调查此事。

上海暂停民盟活动

与此同时，上海消息称：张澜主席今日突然宣布，他已下令暂时停止所有民主同盟活动，但声明海外支部可能不服从他的指示。张澜称，政府取缔民盟是“套索”，迫使民盟成员支持政府一切政策。他说，国民党的要求从未正式或正式提出，民盟也未回应国民党的挑战。他指责国民党伪造传单，声称由民盟散发，要求推翻政府并反对动员令。他说这些传单在南京剧院散发。

等待政府下一步行动

民主同盟成员昨日照常活动，等待政府在其政党——中国第三大党，仅次于国民党和共产党——被正式取缔后的下一步行动。取缔理由是从事亲共活动。据路透社上海消息，截至昨晚，上海民盟总部仍在运作，无民盟成员受到骚扰，但民盟内部人士对中国大规模围捕民盟成员表示担忧。

民盟最高领导人之一黄炎培在禁令公布后立即前往南京。据悉，他将试图会见政府领导人，寻求对政府行动的澄清。

在宣布取缔民盟时，内政部发言人列举了一系列对该党的指控，包括支持共产党叛乱、煽动上海及全国其他地区的学生和劳工骚乱。

随着民主同盟和共产党均被取缔，中国除强大的国民党外，仅剩两个政治团体：青年党和民主社会党——后者是民主同盟的分支——两者均参与目前的三党联合政府。

内政部发言人昨日在南京上午发表的声明中称，内政部被迫采取行动，因为民主同盟在前后方充当共产党帮凶，危害国家安全。他引用的指控包括“民盟香港和新加坡支部公开谴责政府总动员令”，作为民盟“与共产党阴谋推翻中央政府”的证据。——合众社和路透社。",2189,OCR文本多处模糊，如'Shan;zhail'校正为'Shanghai'，'Slhao Li Tze'校正为'邵力子'。英文报道中'Generalissimo'译为'委员长'，'Premier'译为'行政院长'。'Young China'和'Democratic Socialist parties'分别译为'青年党'和'民主社会党'。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/indiandailymail19471030-1.2.34,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
maltribune19471030-1-maltribune19471030-1.2.81,maltribune19471030-1,1947-10-30,Malaya Tribune,S'hai Police take Over Democratic League I lqrs.,上海警方接管民盟总部,"【路透社上海10月29日电】上海警方已接到指令，接管位于前法租界的中国民主同盟总部。

民盟成员，包括其主席张澜，均处于警方严密监视之下，但尚未有人被捕。——路透社",82,OCR文本中 'Shat Pole lake Over' 应为 'Shanghai police take over'，'Igrs' 应为 'Hqrs'（Headquarters），'Frerch Conces' 应为 'French Concession'，'Charg Lan' 应为 'Chang Lan'，均按上下文校正。,相关文献,76,https://eresources.nlb.gov.sg/newspapers/digitised/article/maltribune19471030-1.2.81,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
indiandailymail19471031-1-indiandailymail19471031-1.2.18,indiandailymail19471031-1,1947-10-31,Indian Daily Mail,DEMOCRATIC LEAGUE MEMBERS TO LEE?,民盟成员将逃？,"南京，10月30日。——国民党宣传部副部长陶希圣在接受官方《中央日报》采访时预测，中国民主同盟成员将试图逃往满洲、香港和澳门，并敦促当局采取措施阻止这些逃亡。

他指控民盟成员组织西北人民自治委员会，旨在建立一个新的伪满洲国，犯有叛国罪。——合众社",124,标题 'FLEER' 应为 'FLEE' 的 OCR 错误，译为'逃'。'Koumintang' 校正为 'Kuomintang'。'Northwest Peoples Self-Government Commission' 译为'西北人民自治委员会'。'Manchukuo' 译为'伪满洲国'。,相关文献,76,https://eresources.nlb.gov.sg/newspapers/digitised/article/indiandailymail19471031-1.2.18,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
indiandailymail19471031-1-indiandailymail19471031-1.2.50,indiandailymail19471031-1,1947-10-31,Indian Daily Mail,"""It Will Have Profound Effects Abroad""",“此举将在海外产生深远影响”,"“此举将在海外产生深远影响”

民主同盟被取缔

上海，10月30日。——中立观察家今日警告称，政府取缔中国民主同盟——中国最后一个反对党——将在海外产生深远影响，除非政府能确凿证明民盟实际上是共产党的一部分。

在共产党武装反抗政府、左翼民盟成员面临监禁或处决的情况下，国民党作为执政党的地位比以往任何时候都更强大。其他仅有的“主要”政党是规模较小、完全受国民党支配的青年党，以及规模略大于青年党、同样几乎完全受国民党支配的民主社会党。

中立观察家表示，海外人士无疑会将取缔民盟视为中国进一步背离民主道路，尽管目前一个包含极少数无党派人士的“联合政府”已经成立，且全国范围的国民大会选举定于11月举行。

美国《上海大美晚报》指出：“对现政府而言，在政治舞台上消灭最后一个有影响力的少数党，确实是严重的一步，无论南京的行政发展看似多么民主，这实际上保留了国民党的控制。”

“海外良知界对此普遍不满。对于这些多年来从未越界至叛国程度的异见者，采取宽容和合理的做法，无论是从广泛的角度还是民主的角度来看，都是明智的。”——合众社",465,OCR文本中'protound'、'Kftects'、'VEMOCRATIC'等为明显错误，已按上下文校正为'profound'、'Effects'、'DEMOCRATIC'。'Young Unina arty'校正为'Young China Party'（青年党）。'Vemocratic pocialists'校正为'Democratic Socialists'（民主社会党）。'Shanghai post Mer-cury'为'Shanghai Post Mercury'（《上海大美晚报》）。,相关文献,76,https://eresources.nlb.gov.sg/newspapers/digitised/article/indiandailymail19471031-1.2.50,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
indiandailymail19471101-1-indiandailymail19471101-1.2.57,indiandailymail19471101-1,1947-11-01,Indian Daily Mail,MALAYA BRANCH OF DEMOCRATIC LEAGUE WILL CONTINUE TO FUNCTION,马来亚民盟支部将继续运作,"马来亚民盟支部将继续运作

国民党政府禁令

中国民主同盟马来亚支部总部常务委员会于10月30日（星期四）召开紧急会议，一致决定继续开展中国民主同盟的活动。此前，南京国民政府内政部宣布中国民主同盟为非法组织。

会议还通过一项提案，要求目前设在南京的民盟总部迁至香港，以便继续指导中国国内及海外各支部的工作。暹罗、缅甸、越南、菲律宾、香港、九龙、美洲和欧洲的各支部将被要求支持这一提案。

主席胡愈之先生在向常务委员会报告情况时表示，民盟作为中国唯一不武装的群众政党，此次被禁反而会使其在未来享有更高声望。他预计，民盟在马来亚继续作为合法组织活动不会遇到困难，因为民盟已获得当地政府正式承认为政治团体。",301,OCR文本严重错误，根据上下文和已知史实重构。'Fiu Yu-tse'应为胡愈之。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/indiandailymail19471101-1.2.57,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
morningtribune19471101-1-morningtribune19471101-1.2.30,morningtribune19471101-1,1947-11-01,Morning Tribune,Police Guard Shanghai Democratic League Hq,警察守卫上海民盟总部,上海，10月31日。——今晨，两名武装警察在中国民主同盟上海总部外站岗。该组织已被国民政府取缔，此前地方当局于昨日下午正式查封了该处场所。查封由一组警察和官员执行。民盟成员的撤离受到警方严密监视，部分成员在获准离开前行李被搜查。——路透社,119,原文中 'cutlawed' 应为 'outlawed'，'premis®s' 应为 'premises'，'afterroon' 应为 'afternoon'，'beirg' 应为 'being'，'léave' 应为 'leave'，均按上下文校正。,相关文献,76,https://eresources.nlb.gov.sg/newspapers/digitised/article/morningtribune19471101-1.2.30,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
sundaytribune19471102-1-sundaytribune19471102-1.2.45,sundaytribune19471102-1,1947-11-02,Sunday Tribune (Singapore),"S'pore Branch Of, C. D. L. To Continue, Despite Nanking Ban",新加坡民盟支部无视南京禁令，将继续活动,"（《星期日论坛报》记者报道）

在中国内政部于南京宣布中国民主同盟为非法组织后，马来亚民盟总部常务委员会在新加坡召开紧急会议，一致决定继续开展民盟活动。

会议还通过一项提案，建议将民盟总部从南京迁至香港，以便指导中国国内及海外各支部的工作。暹罗、缅甸、越南、菲律宾、九龙、香港、美国及欧洲的支部将被要求支持此项提案。

主席傅岳泽先生表示，作为中国唯一不拥有武装的政党，民盟将因这一禁令而享有更高的声望。

傅先生预计，民盟在马来亚作为合法组织继续活动不会遇到困难，因为它已获得当地政府正式承认为政治团体。

会后，常务委员会发表声明，否认“蒋介石政府”有权宣布任何组织为非法。

傅先生指出，中国的主权属于人民。只有代表人民的组织才是合法组织。一个视人民为敌人的政府是非法的，因此，犯有叛国罪的是这个独裁政府，而非中国民主同盟和民主人士。",371,原文标题中'C.D.L.'为China Democratic League缩写，译为'民盟'；'S'pore'为Singapore缩写；'Fu Yue Tse'音译为'傅岳泽'，可能为'符悦泽'或'傅悦泽'，但按原文拼写处理。,核心文献,92,https://eresources.nlb.gov.sg/newspapers/digitised/article/sundaytribune19471102-1.2.45,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
morningtribune19471104-1-morningtribune19471104-1.2.69,morningtribune19471104-1,1947-11-04,Morning Tribune,Sequel To Democratic League Ban,民盟被禁后续,上海，11月3日。——中共首席谈判代表周恩来在旧法租界的原寓所，昨日由警察局移交上海市政当局。该共产房产自去年三月中共代表团撤离后，一直由中国民主同盟保管。上周二中国政府宣布民盟为非法后，该房产即被当地警察接管。——路透社,111,原文 'turred over' 应为 'turned over'，'sir ce' 应为 'since'，'outlawir g' 应为 'outlawing'，均按上下文校正。,相关文献,76,https://eresources.nlb.gov.sg/newspapers/digitised/article/morningtribune19471104-1.2.69,deepseek-v4-flash-newspapersg,machine-reviewed-newspapersg-deepseek-2026-06-02
